Disciplina;NivelDisciplina;Ementa;Bibliografia;Programa
ET016;G;Elementos e Leis dos circuitos em C.C. e C.A. Potência e Energia. Circuitos monofásicos e trifásicos. Transformadores. Máquinas elétricas de indução, síncronas e de corrente contínua. Instalações elétricas e dispositivos de proteção.;; 
ET017;G;"Revis&#227;o de conceitos b&#225;sicos. Elementos e leis de circuitos el&#233;tricos em C.C. e C.A. Circuitos monof&#225;sicos e trif&#225;sicos. Pot&#234;ncia e Energia. Transformadores. M&#225;quinas el&#233;tricas rotativas. Instala&#231;&#245;es el&#233;tricas e dispositivos de prote&#231;&#227;o.";;
ET023;G; ;; 
ET024;G; ;; 
ET025;G;Geradores. Medidas de alta tensão e corrente. Fenômenos de sobretensão e coordenação de isolamento. Testes de materiais e equipamentos. Condução e disruptura em gases.;; 
ET026;G;Equipamentos elétricos, sobretensões, surtos de manobra e descargas atmosféricas, níveis de isolamento e coordenação de isolação, medidas em altas tensões, métodos de ensaios, testes não destrutivos e normas de ensaios.;; 
ET035;G; ;; 
ET036;G;Estabilidade de sistemas de energia elétrica. Tipos de estabilidade. Modelos das máquinas síncronas e controles. Integração numérica. Estabilidade transitória com simulação digital. Equivalentes dinâmicos.;; 
ET040;G; ;; 
ET041;G;Características de operação e esquemas de proteção com relés. Proteção de equipamentos contra defeitos e anormalidades. Critérios de seleção e coordenação das proteções. Características dos equipamentos de proteção e medição.;; 
ET050;G; ;; 
ET051;G; ;; 
ET052;G; ;; 
ET060;G; ;; 
ET061;G;Controle automático da geração. Controles primário e suplementar. Operação interligada. Erros de controle de área e usina. Sistemas interligados no Brasil. Estabilidade dos controles. Parâmetros ótimos. Controle automático de tensão. Interferência dos controles PF e QV.;; 
ET080;G; ;; 
ET081;G;Hierarquia de planejamento: prazos longo, médio e curto. Despacho econômico. Modelamento: sistemas térmicos, hidráulicos e hidrotérmicos. Otimização e simulação. Exemplos de sistemas reais.;; 
ET093;G; ;; 
ET094;G; ;; 
ET095;G; ;; 
ET510;G; ;; 
ET511;G;Indução mútua e transformador ideal. Corrente alternada, representação por fasores. Potência ativa, reativa e complexa. Circuitos trifásicos. Representação de sistemas de energia elétrica. ${\bf OBS.:} Recomenda-se que seja cursada concomitantemente com ET512.;; 
ET512;G;Princípios de funcionamento de instrumentos de medidas de grandezas elétricas. Circuitos monofásicos e trifásicos em regime senoidal. ${\bf OBS.:} Recomenda-se que seja cursada concomitantemente com ET511.;; 
ET515;G;Circuitos de corrente alternada. Circuitos monofásicos e trifásicos. Transformadores. Máquinas elétricas rotativas. Instalações elétricas.;; 
ET520;G;Circuitos magnéticos. Transformadores. Princípios de conversão eletromecânica de energia. Introdução às máquinas elétricas rotativas.;; 
ET521;G;Propriedades de circuitos magnéticos. Estudo de eletroímã. Funcionamento de máquinas elétricas rotativas. Transformador elétrico.<br />Obs.: Esta disciplina será ministrada quinzenalmente.;;
ET610;G; ;; 
ET611;G; ;; 
ET612;G; ;; 
ET613;G; ;; 
ET614;G;Circuitos magnéticos e transformadores. Princípios de conversão eletromecânica de energia. Conceitos básicos de máquinas elétricas rotativas.;; 
ET615;G;Circuitos magnéticos. Transformadores. Relés e contadores. Princípios de funcionamento de máquinas elétricas rotativas. ${\bf OBS.:} Recomenda-se que seja cursada concomitantemente com ET614.;; 
ET616;G;Revisão de conceitos básicos. Elementos e leis de circuitos elétricos. Circuitos monofásicos e trifásicos. Transformadores. Máquinas elétricas rotivas.;; 
ET620;G;Máquina de Corrente Contínua. Máquina Síncrona. Máquina de Indução. Motores de Potência Fracionária e Subfracionária.;; 
ET621;G;Característica de partida de cada tipo de motor. Ensaios com máquina CC. Ensaios com máquina síncrona. Ensaios com máquina de indução.<br />Obs.: Esta disciplina será ministrada quinzenalmente.;;
ET711;G; ;; 
ET713;G; ;; 
ET720;G;Introdução geral. Linhas de transmissão. Transformadores de potência. Máquinas síncronas. Introdução ao cálculo de fluxo de potência. Introdução a sistemas de distribuição.;; 
ET751;G;Máquinas síncronas. Máquinas de indução. Máquinas de corrente contínua. Motores de corrente alternada de pequena potência.;; 
ET752;G;Transformadores, máquinas de corrente contínua, indução e síncronas em regime permanente.${\bf OBS.:} Recomenda-se que seja cursada concomitantemente com ET751;; 
ET811;G; ;; 
ET815;G;Introdução. Estrutura de um sistema de energia elétrica. Níveis de geração, transmissão e distribuição. Modelagem de transformadores de potência. Modelagem de máquinas síncronas. Cálculo do fluxo de potência. Modelagem de linhas de transmissão. Cálculo do fluxo de potência.;; 
ET820;G;Introdução. Controle por computador em tempo real. Automatização da distribuição. Controle automático da geração. Introdução ao controle em tempo real de sistemas de transmissão.;; 
ET856;G;Dinâmica da máquina de corrente contínua. Controles de velocidade e conjugados. Ampliadores rotativos. Saturação. Transitórios e dinâmica de máquinas de corrente alternada. Dinâmica da máquina síncrona. Dinâmica da máquina de indução.;; 
ET857;G;Dinâmica e transitórios elétricos de máquinas de corrente contínua, indução e síncronas.OBS: ecomenda-se que seja cursada concomitantemente com ET856.;; 
ET910;G;Instalações elétricas de baixa tensão. Instalações elétricas de alta tensão.;; 
ET915;G; ;; 
ET916;G;Resistência ao movimento das composições: esforço trator, velocidade e aderência. Motor de tração. Partida e aceleração. Regime permanente. Controle elétrico de locomotivas. Controle de frenagem. Limitações térmicas das locomotivas.;; 
ET920;G;Introdução. Controle por computadores em tempo real. Sistemas de distribuição. Automatização dos sistemas de distribuição. Controle automático da geração.;; 
ET925;G; ;; 
ET930;G; ;; 
ET931;G;Formulação do problema de fluxo de carga. Algoritmos básicos de solução: Newton e desacoplados. Técnicas de armazenamento compacto de matrizes esparsas.;; 
ET940;G; ;; 
ET941;G;Análise de curtos-circuitos. Princípios básicos de proteção de sistemas de potência.;; 
ET950;G; ;; 
ET960;G; ;; 
ET970;G; ;; 
ET980;G; ;; 
ET981;G; ;; 
ET993;G; ;; 
ET994;G; ;; 
ET995;G; ;; 
EU001;G;"Esta disciplina ter&#225; seu programa definido em fun&#231;&#227;o das pesquisas que se realizam na Faculdade de Ci&#234;ncias Aplicadas e das discuss&#245;es pr&#233;vias entre alunos e professores.";;
EU002;G;"Esta disciplina ter&#225; seu programa definido em fun&#231;&#227;o das pesquisas que se realizam na Faculdade de Ci&#234;ncias Aplicadas e das discuss&#245;es pr&#233;vias entre alunos e professores.";;
EU003;G;"Esta disciplina ter&#225; seu programa definido em fun&#231;&#227;o das pesquisas que se realizam na Faculdade de Ci&#234;ncias Aplicadas e das discuss&#245;es pr&#233;vias entre alunos e professores.";;
EU004;G;"Esta disciplina ter&#225; seu programa definido em fun&#231;&#227;o das pesquisas que se realizam na Faculdade de Ci&#234;ncias Aplicadas e das discuss&#245;es pr&#233;vias entre alunos e professores.";;
EU010;G;"Trabalho de car&#225;ter te&#243;rico e/ou pr&#225;tico sobre tema relevante &#224; &#225;rea de Engenharia, envolvendo conhecimento adquiridos nas diversas disciplinas do curso. Elabora&#231;&#227;o e execu&#231;&#227;o de projeto segundo as normas da ABNT para apresenta&#231;&#227;o de trabalhos acad&#234;micos.";;
EU011;G;Estágio em Engenharia de Manufatura.;; 
EU300;G;Análise de observações. Modelo Matemático. Espaço Amostral. Axiomas e Teoremas Básicos. Variáveis Aleatórias. Distribuições e suas características. Covariância e Correlação. Distribuição Conjunta. Principais Modelos Discretos e Contínuos. Estatística Descritiva. Ajustamentos de Funções Reais. Correlação e Regressão. Noções de Amostragem e Testes de Hipóteses. Aplicações.;; 
EU500;G;Introdução ao método dos elementos finitos e diferenças finitas, com aplicações da mecânica dos sólidos e condução de calor. Métodos variacionais e de resíduos ponderados. Discretização e funções de interpolação. Matrizes dos elementos.;; 
EU501;G;Nucleação e crescimento de fases. Recuperação, recristalização e crescimento de grãos. Solubilização e precipitação. Ligas ferro-carbono. Tratamentos térmicos e termoquímicos das ligas ferro-carbono. Oxidação e corrosão de metais.;; 
EU502;G;O sistema brasileiro de normalização. Terminologia normalizada sobre medição, desvios e erros. Sistemas de medição. Erros e incertezas. Calibração de instrumentos. Rastreabilidade.;; 
EU503;G;Graus de liberdade dos mecanismos articulados planares. Estudo dos tipos de mecanismos. Modelagem cinemática e dinâmica por coordenadas generalizadas. Modelagem computacional de mecanismos.;; 
EU600;G;"Introdução a sistemas de: compressão; distribuição de gases e líquidos; ventilação; condicionamento de ar; refrigeração; motores de combustão interna; geração e cogeração de potência; geração, distribuição e utilização de vapor. Unidade de incineração.";; 
EU601;G;"Matérias primas para metalurgia do pó; processo de produção de pós-metálicos. Mistura convencional de pós. Compactação, densificação, sinterização. Novos processos envolvendo densificação sem sinterização; extrusão a frio, HIP. Qualidade de produtos obtidos por metalurgia do pó. Exemplos de aplicação.";; 
EU602;G;Introdução ao projeto de máquinas. Teoria de falhas. Cálculo de dimensionamento de parafusos, eixos, mancais, engrenagens, molas, embreagens e freios.;; 
EU603;G;Introdução ao projeto de máquinas. Teoria de falhas por fadiga, fadiga superficial e fratura. Eixos, mancais, engrenagens, molas, soldas, embreagens e freios, transmissões flexíveis.;; 
EU604;G;"Sensores. Portas L&#243;gicas. CLPs. Estrutura B&#225;sica do Sistema Microcontrolado. Programa&#231;&#227;o B&#225;sica em Microcontroladores. Teoria B&#225;sica de Controle. Aplica&#231;&#245;es.";;
EU700;G;Demanda de revestimento metálicos na indústria moderna. Eletrodeposição de metais. Deposição de metais sem corrente. Fabricação de placas de circuito impresso. Anodização do alumínio. Deposição de metais e ligas por aspersão térmica. Deposição física e química a partir da fase de vapor. Revestimento de óxidos de metais refratários. Endurecimento por nitretação a plasma.;; 
EU701;G;Normas e sistemáticas do projeto mecânico industrial. Arquitetura mecânica, concepção a partir de critérios de funcionalidade do produto. Documentação técnica de um projeto. Desenhos de montagem final. Detalhes construtivos. Análise do valor no desenvolvimento de projeto. Método de sistematização da criatividade no projeto. Problemas de segurança dos projetos. Integração do projeto com a fabricação e testes com assistência de computadores.;; 
EU702;G;"Introdu&#231;&#227;o &#224; metalurgia do p&#243;. Processamento de materiais cer&#226;micos. Processos de fabrica&#231;&#227;o usando materiais comp&#243;sitos. Prote&#231;&#227;o de superf&#237;cie por m&#233;todos f&#237;sicos. Prote&#231;&#227;o de superf&#237;cie por m&#233;todos qu&#237;micos. Caracteriza&#231;&#227;o de superf&#237;cie. Aplica&#231;&#245;es.";;
EU703;G;"Proteção de superfície por métodos físicos; Proteção de superfície por métodos químicos; Caracterização de superfície; Aplicações.";; 
EU800;G;"Noções básicas de organização; Introdução à administração de produção; Processo de tomada de decisões; Modelos de Planejamento e controle; Técnicas de previsão; Localização industrial e ""layout""; Métodos quantitativos aplicados a organização industrial; Investimentos e financiamentos.";; 
